Category,Processed_Message,Cluster
0,"['use', 'foreign', 'stamp', 'country', 'good', 'lecture']",personal
0,"['yup', 'bathe', 'liao']",personal
0,"['happy', 'new', 'year', 'no1', 'man']",personal
0,"['oh', 'mr', 'sheffield', 'wan', 'na', 'play', 'game', 'okay', 'youre', 'bos', 'im', 'nanny', 'give', 'raise', 'ill', 'give', 'one']",personal
0,"['zoe', 'hit', '2', 'im', 'fucking', 'shitin', 'il', 'defo', 'try', 'hardest', '2', 'cum', '2morow', 'luv', 'u', 'million', 'lekdog']",personal
0,"['hello', 'baby', 'get', 'back', 'mom', 'setting', 'computer', 'filling', 'belly', 'go', 'loverboy', 'miss', 'already', 'sigh']",personal
0,"['blanket', 'sufficient', 'thx']",personal
0,"['naughty', 'little', 'thought', 'better', 'flirt', 'flirt', 'n', 'flirt', 'rather', 'loving', 'someone', 'n', 'gettin', 'hurt', 'hurt', 'n', 'hurt', 'gud', 'nyt']",personal
0,"['edison', 'ha', 'rightly', 'said', 'fool', 'ask', 'question', 'wise', 'man', 'answer', 'know', 'u', 'speechless', 'viva', 'gmgngegnt']",personal
0,"['talking', 'thats', 'de', 'wont']",personal
0,"['today', 'going', 'college', 'able', 'atten', 'class']",personal
0,"['im', 'class', 'holla', 'later']",personal
0,"['easy', 'ahsen', 'got', 'selected', 'mean', 'good']",personal
0,"['mmm', 'thats', 'better', 'got', 'roast', 'i\x92d', 'b', 'better', 'drink', '2', 'good', 'indian']",personal
1,"['know', 'someone', 'know', 'fancy', 'call', '09058097218', 'find', 'pobox', '6', 'ls15hb', '150p']",work
0,"['come', 'round']",personal
0,"['1', 'thing', 'change', 'sentence', 'want', '2', 'concentrate', 'educational', 'career', 'im', 'leaving']",personal
1,"['1000', 'flirting', 'txt', 'girl', 'bloke', 'ur', 'name', 'age', 'eg', 'girl', 'zoe', '18', '8007', 'join', 'get', 'chatting']",personal
0,"['walked', 'hour', '2', 'c', 'u', 'doesn\x92t', 'show', 'care', 'wont', 'u', 'believe', 'im', 'serious']",personal
1,"['18', 'day', 'euro2004', 'kickoff', 'u', 'kept', 'informed', 'latest', 'news', 'result', 'daily', 'unsubscribe', 'send', 'get', 'euro', 'stop', '83222']",personal
0,"['available', 'soiree', 'june', '3rd']",personal
0,"['u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sell', '4d', 'close']",personal
0,"['got', 'another', 'job', 'one', 'hospital', 'data', 'analysis', 'something', 'start', 'monday', 'sure', 'thesis', 'got', 'finished']",personal
0,"['jay', 'getting', 'really', 'impatient', 'belligerent']",personal
0,"['hiya', 'comin', '2', 'bristol', '1', 'st', 'week', 'april', 'le', 'got', 'rudi', 'new', 'yr', 'eve', 'wa', 'snoringthey', 'drunk', 'u', 'bak', 'college', 'yet', 'work', 'sends', 'ink', '2', 'bath']",personal
0,"['im', 'work', 'please', 'call']",work
0,"['u', 'drive', 'lor']",personal
0,"['ard', '515', 'like', 'dat']",personal
0,"['tell', 'theyre', 'female', 'v', 'howre', 'throwing', 'deciding', 'get']",personal
1,"['eastenders', 'tv', 'quiz', 'flower', 'doe', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', '84025', '4', 'chance', '2', 'win', '£100', 'cash', 'wkent150p16']",personal
0,"['im', 'working', 'technical', 'support', 'voice', 'processnetworking', 'field']",personal
0,"['might', 'come', 'kerala', '2', 'daysso', 'prepared', 'take', 'leave', 'finalise', 'dont', 'plan', 'travel', 'visitneed', 'finish', 'urgent', 'work']",personal
0,"['ok', 'sure', 'time', 'tho', 'sure', 'get', 'library', 'class', 'try', 'see', 'point', 'good', 'eve']",personal
1,"['new', 'local', 'date', 'area', 'lot', 'new', 'people', 'registered', 'area', 'reply', 'date', 'start', '18', 'wwwflirtpartyus', 'replys150']",personal
0,"['thats', 'fine', 'ill', 'bitch', 'later']",personal
0,"['mum', 'went', '2', 'dentist']",personal
0,"['free', 'call', 'sir', 'waiting']",work
0,"['meeting', 'u', 'work', 'tel', 'shall', 'work', 'tomorrow']",personal
1,"['someone', 'u', 'know', 'ha', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'revealed', 'po', 'box385', 'm6', '6wu']",work
0,"['jus', 'finish', 'bathing']",personal
0,"['alright', 'ill', 'make', 'sure', 'car', 'back', 'tonight']",personal
1,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', '£800', 'prize', 'guaranteed', 'call', '09050003091', 'land', 'line', 'claim', 'c52', 'valid12hrs']",work
1,"['dear', 'uve', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688']",personal
0,"['lul', 'im', 'gettin', 'juicy', 'gossip', 'hospital', 'two', 'nurse', 'talking', 'fat', 'gettin', 'one', 'think', 'shes', 'obese', 'oyea']",personal
0,"['aight', 'ill', 'get', 'fb', 'couple', 'minute']",personal
0,"['oi', 'ami', 'parchi', 'na', 'kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'phone', 'ta', 'tul', 'na', 'plz', 'plz']",personal
0,"['download', 'clear', 'movie', 'dvd', 'copy']",personal
0,"['yep', 'pretty', 'sculpture']",personal
0,"['convey', 'regard']",personal
0,"['watching', 'surya', 'movie', '6', 'pm', 'vijay', 'movie', 'pokkiri']",personal
0,"['tell', 'happen', 'dont', 'behave', 'like', 'ok', 'need', 'say']",personal
0,"['u', 'get', 'pic', 'msg', 'phone']",personal
0,"['send', 'someone', 'else']",personal
0,"['wat', 'make', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']",personal
0,"['love', 'start', 'attractioni', 'feel', 'need', 'every', 'time', 'around', 'meshe', 'first', 'thing', 'come', 'thoughtsi', 'would', 'start', 'day', 'end', 'hershe', 'every', 'time', 'dreamlove', 'every', 'breath', 'ha', 'namemy', 'life', 'happen', 'around', 'hermy', 'life', 'named', 'heri', 'would', 'cry', 'herwill', 'give', 'happiness', 'take', 'sorrowsi', 'ready', 'fight', 'anyone', 'heri', 'love', 'craziest', 'thing', 'herlove', 'dont', 'proove', 'anyone', 'girl', 'beautiful', 'lady', 'whole', 'planeti', 'always', 'singing', 'praise', 'herlove', 'start', 'making', 'chicken', 'curry', 'end', 'makiing', 'sambarlife', 'beautiful', 'thenwill', 'get', 'every', 'morning', 'thank', 'god', 'day', 'mei', 'would', 'like', 'say', 'lotwill', 'tell', 'later']",personal
0,"['frndship', 'like', 'needle', 'clock', 'though', 'v', 'r', 'clock', 'v', 'r', 'nt', 'able', '2', 'met', 'evn', 'v', 'meetitz', '4few', 'second', 'bt', 'v', 'alwys', 'stay', 'conected', 'gud', '9t']",personal
0,"['dont', 'think', 'ha', 'spatula', 'hand']",personal
0,"['never', 'nothing']",personal
1,"['awarded', 'sipix', 'digital', 'camera', 'call', '09061221061', 'landline', 'delivery', 'within', '28days', 'c', 'box177', 'm221bp', '2yr', 'warranty', '150ppm', '16', 'p', 'p£399']",work
0,"['goodmorning', 'today', 'late', 'ltdecimalgt', 'min']",personal
1,"['win', 'urgent', 'mobile', 'number', 'ha', 'awarded', '£2000', 'prize', 'guaranteed', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm']",work
0,"['please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', 'pls', 'da', 'goto', 'doctor']",work
0,"['r', 'meeting']",personal
0,"['well', 'weather', 'cali', 'great', 'complexity', 'great', 'need', 'car', 'move', 'freely', 'tax', 'outrageous', 'great', 'place', 'sad', 'part', 'missing', 'home']",personal
0,"['reached', 'home', 'tired', 'come', 'tomorro']",personal
0,"['ryder', 'unsoldnow', 'gibbs']",personal
1,"['dear', 'subscriber', 'ur', 'draw', '4', '£100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'wa', 'elvis', 'presley', 'birthday', 'txt', 'answer', '80062']",personal
0,"['dont', 'fret', 'ill', 'buy', 'ovulation', 'test', 'strip', 'send', 'wont', 'get', 'til', 'like', 'march', 'send', 'postal', 'addressull', 'alrightokay']",personal
0,"['gift', 'trying', 'get', 'throw', 'cliff', 'something']",personal
0,"['ne', 'thing', 'interesting', 'good', 'birthday', 'u', 'wrking', 'nxt', 'started', 'uni', 'today']",personal
0,"['busy', 'come', 'point', 'figure', 'tomorrow']",personal
0,"['yeah', 'go', 'bored', 'depressed', 'sittin', 'waitin', 'phone', 'ring', 'hope', 'wind', 'drop', 'though', 'scary']",personal
0,"['black', 'shirt', 'n', 'blue', 'jean', 'thk', 'c', 'ü']",personal
0,"['aiyah', 'sorry', 'lor', 'watch', 'tv', 'watch', 'forgot', '2', 'check', 'phone']",personal
1,"['message', 'important', 'information', 'o2', 'user', 'today', 'lucky', 'day', '2', 'find', 'log', 'onto', 'httpwwwurawinnercom', 'fantastic', 'surprise', 'awaiting']",personal
0,"['hen', 'night', 'going', 'swing']",personal
0,"['good', 'afternoon', 'love', 'go', 'day', 'woke', 'early', 'online', 'waiting', 'hmmm', 'italian', 'boy', 'online', 'see', 'grin']",personal
0,"['someone', 'smoke', 'every', 'time', 'ive', 'smoked', 'last', 'two', 'week', 'calling', 'texting', 'wanted', 'smoke']",personal
0,"['youll', 'get', 'headache', 'trying', 'figure', 'u', 'trust', 'math', 'promise']",personal
0,"['sfirst', 'timedhoni', 'rock']",personal
0,"['ok', 'ill', 'tell', 'company']",personal
0,"['awesome', 'think', 'get', '8th', 'usf', 'time', 'tonight']",personal
0,"['mean', 'still', 'think', 'teju']",personal
0,"['im', 'good', 'movie', 'ok', 'leave', 'hourish']",personal
0,"['nothis', 'kallis', 'home', 'groundamla', 'home', 'town', 'durban']",personal
0,"['let', 'make', 'saturday', 'monday', 'per', 'convenience']",personal
0,"['hey', 'time', 'driving', 'fri', 'go', 'evaluation', 'fri']",personal
1,"['449050000301', '£2000', 'price', 'claim', 'call', '09050000301']",work
0,"['im', 'going', '4', 'lunch', 'wif', 'family', 'aft', 'dat', 'go', 'str', '2', 'orchard', 'lor']",personal
1,"['bored', 'speed', 'dating', 'try', 'speedchat', 'txt', 'speedchat', '80155', 'dont', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', 'chat80155', 'pobox36504w45wq', '150pmsg', 'rcd', '16']",personal
0,"['cancel', 'cheyyamoand', 'get', 'money', 'back']",personal
1,"['want', '750', 'anytime', 'network', 'min', '150', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'week', 'call', '08000776320', 'reply', 'delivery', 'tomorrow']",work
0,"['okok', 'okthenwhats', 'ur', 'today', 'plan']",personal
0,"['good', 'morning', 'princess']",personal
0,"['aiyar', 'sorry', 'lor', 'forgot', '2', 'tell', 'u']",personal
1,"['taking', 'part', 'mobile', 'survey', 'yesterday', '500', 'text', '2', 'use', 'however', 'wish', '2', 'get', 'txts', 'send', 'txt', '80160', 'tc', 'wwwtxt43com', '150p']",personal
0,"['tonight', 'mate', 'catching', 'sleep', 'new', 'number', 'way']",personal
0,"['height', 'oh', 'shit', 'situation', 'guy', 'throw', 'luv', 'letter', 'gal', 'fall', 'brother', 'head', 'gayd']",personal
1,"['ur', 'hmv', 'quiz', 'cashbalance', 'currently', '£500', 'maximize', 'ur', 'cashin', 'send', 'hmv1', '86688', '150pmsg']",personal
0,"['check', 'error', 'difficulty', 'correction']",personal
0,"['howz', 'painhope', 'u', 'r', 'fine']",personal
0,"['sorry', 'ill', 'call', 'later']",work
0,"['good', 'morning', 'princess']",personal
0,"['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",personal
0,"['u', 'wake', 'already', 'thanx', '4', 'e', 'tau', 'sar', 'piah', 'quite', 'nice']",personal
0,"['k', 'need', 'login', 'anything']",personal
1,"['dont', 'forget', 'place', 'many', 'free', 'request', '1stchoicecouk', 'wish', 'information', 'call', '08707808226']",work
0,"['lol', 'wa', 'busy']",personal
0,"['u', 'wearing']",personal
0,"['messagesome', 'text', 'missing', 'sendername', 'missing', 'number', 'missing', 'sentdate', 'missing', 'missing', 'u', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsmscom']",personal
0,"['ohas', 'usual', 'vijay', 'film', 'different']",personal
1,"['dont', 'know', 'u', 'u', 'dont', 'know', 'send', 'chat', '86688', 'let', 'find', '150pmsg', 'rcvd', 'hgsuite3422landsroww1j6hl', 'ldn', '18', 'year']",personal
0,"['good', 'day', 'mine', 'wa', 'really', 'busy', 'much', 'tomorrow', 'night']",personal
0,"['way', 'send', 'shade', 'stuff', 'ha', 'wonderful']",personal
0,"['really', 'tot', 'ur', 'paper', 'ended', 'long', 'ago', 'wat', 'u', 'copied', 'jus', 'got', 'use', 'u', 'happy', 'lar', 'still', 'haf', '2', 'study']",personal
1,"['thank', 'winner', 'notified', 'sm', 'good', 'luck', 'future', 'marketing', 'reply', 'stop', '84122', 'customer', 'service', '08450542832']",personal
0,"['babe', 'lost']",personal
0,"['ok', 'help', 'ask', 'shes', 'working', 'tmr']",personal
0,"['im', 'driving', 'raining', 'ill', 'get', 'caught', 'e', 'mrt', 'station', 'lor']",personal
0,"['drop', 'tank']",personal
0,"['said', 'text', 'one', 'time']",personal
0,"['sorry', 'ill', 'call', 'later']",work
0,"['ok', 'go', 'change', 'also']",personal
1,"['1000', 'girl', 'many', 'local', '2', 'u', 'r', 'virgin', '2', 'r', 'ready', '2', '4fil', 'ur', 'every', 'sexual', 'need', 'u', '4fil', 'text', 'cute', '69911£150p']",personal
0,"['u', 'find', 'sitter', 'kaitlyn', 'wa', 'sick', 'slept', 'day', 'yesterday']",personal
0,"['sorry', 'man', 'accidentally', 'left', 'phone', 'silent', 'last', 'night', 'didnt', 'check', 'til', 'got']",personal
0,"['hey', 'something', 'came', 'last', 'min', 'think', 'wun', 'signing', 'tmr', 'hee']",personal
0,"['adult', 'would', 'learn', 'experience', 'real', 'danger', 'dont', 'like', 'peep', 'using', 'drug', 'dont', 'need', 'comment']",personal
0,"['hey', 'veggie', 'pizza']",personal
0,"['yun', 'buying', 'school', 'got', 'offer', '2000', 'plus']",personal
0,"['sure', 'neighbor', 'didnt', 'pick']",personal
0,"['k', 'sent']",personal
1,"['free', 'entry', '2', 'wkly', 'comp', 'win', 'fa', 'cup', 'final', 'tkts', '21st', 'may', '2005', 'text', 'fa', '87121', 'receive', 'entry', 'questionstd', 'txt', 'ratetcs', 'apply', '08452810075over18s']",personal
0,"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'im', 'always', 'correct']",personal
0,"['well', 'im', 'computerless', 'time', 'make', 'oreo', 'truffle']",personal
0,"['haha', 'yeah', 'see', 'sec']",personal
0,"['number', 'sir']",personal
0,"['lol', 'im', 'hot', 'air', 'balloon']",personal
0,"['ok', 'bus', 'come', 'soon', 'come', 'otherwise', 'tomorrow']",personal
0,"['msg', 'r', 'time', 'passthey', 'silently', 'say', 'thinking', 'u', 'right', 'also', 'making', 'u', 'think', 'least', '4', 'moment', 'gd', 'ntswt', 'drms', 'shesil']",personal
0,"['yeah', 'probably', 'swing', 'roommate', 'finish', 'girl']",personal
1,"['got', 'take', '2', 'take', 'part', 'wrc', 'rally', 'oz', 'u', 'lucozade', 'energy', 'text', 'rally', 'le', '61200', '25p', 'see', 'pack', 'lucozadecoukwrc', 'itcould', 'u']",personal
0,"['happy', 'new', 'year', 'melody']",personal
0,"['ü', 'dun', 'need', 'pick', 'ur', 'gf']",personal
0,"['yay', 'better', 'told', '5', 'girl', 'either']",personal
0,"['horrible', 'u', 'eat', 'mac', 'eat', 'u', 'forgot', 'abt', 'already', 'rite', 'u', 'take', 'long', '2', 'reply', 'thk', 'toot', 'b4', 'b', 'prepared', 'wat', 'shall', 'eat']",personal
0,"['say', 'fantastic', 'chance', 'anything', 'need', 'bigger', 'life', 'lift', 'losing', '2', 'live', 'think', 'would', 'first', 'person', '2', 'die', 'n', 'v', 'q']",personal
0,"['nw', 'came', 'hme', 'da']",personal
0,"['im', 'outside', 'island', 'head', 'towards', 'hard', 'rock', 'youll', 'run']",personal
0,"['day', 'class', 'class']",personal
0,"['im', 'chennai', 'velachery']",personal
0,"['flippin', 'shit', 'yet']",personal
0,"['k', 'give', 'sec', 'breaking', 'ltgt', 'cstore']",personal
0,"['much', 'bad', 'avoid', 'like']",personal
0,"['yo', 'around', 'got', 'car', 'back']",personal
0,"['annoying', 'isnt']",personal
0,"['goodmorning', 'today', 'late', 'ltgt', 'min']",personal
0,"['point', 'hangin', 'mr', 'right', 'makin', 'u', 'happy']",personal
0,"['come', 'alivebetter', 'correct', 'good', 'looking', 'figure']",personal
0,"['case', 'guess', 'ill', 'see', 'campus', 'lodge']",personal
0,['done'],personal
0,"['come', 'home', 'one', 'last', 'time', 'wont', 'anything', 'trust']",personal
0,"['wa', 'night', 'worrying', 'appt', 'shame', 'missed', 'girl', 'night', 'quiz', 'popcorn', 'hair']",personal
1,"['sex', 'ur', 'mobile', 'free', 'sexy', 'pic', 'jordan', 'text', 'babe', '88600', 'every', 'wk', 'get', 'sexy', 'celeb', 'pocketbabecouk', '4', 'pic', '16', '£3wk', '087016248']",personal
0,"['ok', 'c', 'ya']",personal
1,"['1', 'new', 'voicemail', 'please', 'call', '08719181503']",work
0,"['said', 'matter', 'mind', 'saying', 'matter']",personal
0,"['also', 'know', 'lunch', 'menu', 'da', 'know']",personal
0,"['al', 'doe', 'moan', 'n', 'e', 'thin', 'go', 'wrong', 'faultal', 'de', 'argument', 'r', 'faultfed', 'himso', 'bother', 'hav', '2go', 'thanxxx']",personal
0,"['neft', 'transaction', 'reference', 'number', 'ltgt', 'r', 'ltdecimalgt', 'ha', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']",personal
0,"['otherwise', 'part', 'time', 'job', 'natuition']",personal
0,"['know', 'called']",personal
0,"['also', 'da', 'feel', 'yesterday', 'night', 'wait', 'til', '2day', 'night', 'dear']",personal
0,"['thanks', 'understanding', 'ive', 'trying', 'tell', 'sura']",personal
1,"['win', 'year', 'supply', 'cd', '4', 'store', 'ur', 'choice', 'worth', '£500', 'enter', '£100', 'weekly', 'draw', 'txt', 'music', '87066', 'tscs', 'wwwldewcomsubs161win150ppmx3']",personal
0,"['whole', 'car', 'appreciated', 'last', 'two', 'dad', 'map', 'reading', 'semi', 'argument', 'apart', 'thing', 'going', 'ok', 'p']",personal
1,"['sim', 'subscriber', 'selected', 'receive', 'bonus', 'get', 'delivered', 'door', 'txt', 'word', 'ok', '88600', 'claim', '150pmsg', 'exp', '30apr']",personal
0,"['need', 'strong', 'arm']",personal
0,"['also', 'maaaan', 'missing']",personal
0,"['bday', 'real', 'april']",personal
0,"['guessin', 'aint', 'gon', 'na', '9']",personal
0,"['ok', 'come', 'ur', 'home', 'half', 'hour']",personal
0,"['yo', 'game', 'almost', 'want', 'go', 'walmart', 'soon']",personal
0,"['yeah', 'probably', 'sure', 'ilol', 'let', 'u', 'know', 'personally', 'wuldnt', 'bother', 'ur', 'goin', 'mite', 'well']",personal
0,"['ill', 'text', 'creepy', 'like', 'wont', 'think', 'forgot']",personal
0,"['would', 'good', '…', 'ill', 'phone', 'tomo', 'lunchtime', 'shall', 'organise', 'something']",personal
1,"['1', 'new', 'voicemail', 'please', 'call', '08719181513']",work
0,"['damn', 'make', 'tonight', 'want', 'wait', 'til', 'tomorrow']",personal
0,"['kkim', 'also', 'finewhen', 'complete', 'course']",personal
0,"['true', 'passable', 'get', 'high', 'score', 'apply', 'phd', 'get', '5years', 'salary', 'make', 'life', 'easier']",personal
1,"['1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nok', '87021', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150ptone', '16', 'reply', 'hl', '4info']",personal
0,"['prakesh', 'know']",personal
0,"['teach', 'apps', 'da', 'come', 'college']",personal
0,"['rofl', 'betta', 'invest', 'anti', 'aging', 'product']",personal
1,"['winner', 'u', 'specially', 'selected', '2', 'receive', '£1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",personal
0,"['sir', 'receive', 'account', 'another', '1hr', 'time', 'sorry', 'delay']",personal
1,"['reply', 'name', 'address', 'receive', 'post', 'week', 'completely', 'free', 'accommodation', 'various', 'global', 'location', 'wwwphb1com', 'ph08700435505150p']",personal
0,"['üll', 'submitting', 'da', 'project', 'tmr', 'rite']",personal
1,"['free', 'entry', '£250', 'weekly', 'comp', 'send', 'word', 'enter', '84128', '18', 'tc', 'wwwtextcompcom', 'cust', 'care', '08712405020']",personal
0,"['jus', 'lar', 'ull', 'noe', 'later']",personal
0,"['want', 'send', 'something', 'sell', 'fast', 'ltgt', 'k', 'easy', 'money']",personal
0,"['got', 'thing', 'may', 'pub', 'later']",personal
0,"['1', 'finish', 'meeting', 'call']",work
0,"['lol', 'ok', 'ill', 'snatch', 'purse']",personal
0,"['hellodrivby0quit', 'edrunk', 'sorry', 'iff', 'pthis', 'make', 'senrddnot', 'dancce', '2', 'drum', 'n', 'basqihave', 'fun', '2nhite', 'x', 'ro', 'xxxxxxx']",personal
0,"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",personal
0,"['much', 'getting']",personal
0,"['ur', 'paper', 'e', 'morn', 'aft', 'tmr']",personal
0,"['dear', 'relieved', 'westonzoyland', 'going', 'plan', 'end']",personal
0,"['hope', 'great', 'new', 'semester', 'wish', 'best', 'made', 'greatness']",personal
0,"['oh', 'yes', 'speak', 'txt', '2', 'u', 'hmm', 'u', 'get', 'email']",personal
0,"['want', 'show', 'world', 'princess', 'europe']",personal
0,"['nobody', 'decide', 'eat', 'dad', 'want', 'chinese']",personal
0,"['shoot', 'im', 'doc', 'waiting', 'room']",personal
0,"['im', 'going', '4', 'dinner', 'soon']",personal
0,"['hello', 'site', 'download', 'song', 'urgent', 'pls']",personal
0,"['know', 'u', 'mean', 'king', 'havin', 'credit', 'im', 'goin2bed', 'night', 'night', 'sweet', 'only1more', 'sleep']",personal
0,"['horrible', 'gal', 'sch', 'stuff', 'come', 'u', 'got', 'mc']",personal
0,"['hi', 'hun', 'im', 'comin', '2nitetell', 'every1', 'im', 'sorry', '4', 'hope', 'u', 'ava', 'goodtimeoli', 'rang', 'melnite', 'ifink', 'mite', 'b', 'sortedbut', 'il', 'explain', 'everythin', 'monl8rsx']",personal
0,"['call', 'later', 'dont', 'network', 'urgnt', 'sm']",work
0,"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",personal
1,"['please', 'call', '08712402779', 'immediately', 'urgent', 'message', 'waiting']",work
0,"['yeah', 'like', 'go', 'like', 'friend', 'imma', 'flip', 'shit', 'like', 'half', 'hour']",personal
0,"['mum', 'say', 'wan', 'go', 'go', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']",personal
0,"['plan', 'pongal']",personal
0,"['wait', 'till', 'end', 'march', 'el', 'nino', 'get', 'oh']",personal
0,"['yet', 'chikkugoing', 'room', 'nw', 'im', 'bus']",personal
0,"['also', 'cbe', 'pay']",personal
0,"['honey', 'boo', 'im', 'missing', 'u']",personal
0,"['sent', 'jd', 'customer', 'service', 'cum', 'account', 'executive', 'ur', 'mail', 'id', 'detail', 'contact', 'u']",personal
0,"['yo', 'im', 'parent', 'gettin', 'cash', 'good', 'news', 'picked', 'downstem']",personal
0,"['thank', 'much', 'skyped', 'wit', 'kz', 'sura', 'didnt', 'get', 'pleasure', 'company', 'hope', 'good', 'weve', 'given', 'ultimatum', 'oh', 'countin', 'aburo', 'enjoy']",personal
1,"['hungry', 'gay', 'guy', 'feeling', 'hungry', '4', 'call', '08718730555', '10pmin', 'stop', 'text', 'call', '08712460324', '10pmin']",work
0,"['ok', 'wahala', 'remember', 'friend', 'need']",personal
0,"['see', 'half', 'hour']",personal
0,"['im', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'by\x94leafcutter', 'john\x94sounds', 'like', 'insect', 'molestedsomeone', 'plumbingremixed', 'evil', 'men', 'acid']",personal
0,"['hey', 'sorry', 'didntgive', 'ya', 'bellearlier', 'hunnyjust', 'bedbut', 'mite', 'go', '2', 'thepub', 'l8tr', 'uwana', 'mt', 'uploads', 'luv', 'jenxxx']",personal
0,"['seriously', 'tell', 'exact', 'word', 'right']",personal
1,"['u', 'get', '2', 'phone', 'wan', 'na', 'chat', '2', 'set', 'meet', 'call', '09096102316', 'u', 'cum', '2moro', 'luv', 'jane', 'xx', 'calls£1minmoremobsemspobox45po139wa']",work
0,"['tee', 'hee', 'lecture', 'cheery', 'bye', 'bye']",personal
0,"['sorry', 'chikku', 'cell', 'got', 'problem', 'thts', 'wa', 'nt', 'able', 'reply', 'u', 'msg', 'u']",personal
0,"['still', 'havent', 'collected', 'dough', 'pls', 'let', 'know', 'go', 'place', 'sent', 'get', 'control', 'number']",personal
0,['ok'],personal
1,"['network', 'operator', 'service', 'free', 'c', 'visit', '80488biz']",personal
0,"['let', 'know', 'contact', 'ive', 'settled', 'room', 'let', 'know', 'ok']",personal
0,"['wot', 'u', '2', 'u', 'weirdo']",personal
0,['lor'],personal
0,"['dont', 'put', 'phone', 'silent', 'mode', 'ok']",personal
0,"['meet', 'ü', '5', '4', 'depends', 'ü', 'wan', '2', 'lor']",personal
0,"['waiting', '4', 'tv', 'show', '2', 'start', 'lor', 'u', 'leh', 'still', 'busy', 'ur', 'report']",personal
0,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",personal
0,"['one', 'doesnt', 'stalk', 'profile']",personal
0,"['ever', 'green', 'quote', 'ever', 'told', 'jerry', 'cartoon', 'person', 'irritates', 'u', 'always', 'one', 'love', 'u', 'vry', 'much', 'fails', 'express', 'gud', 'nyt']",personal
0,"['yes', 'thought', 'thanks']",personal
0,"['shes', 'drinkin', 'im', 'ok']",personal
0,"['wondering', 'others', 'took']",personal
0,"['night', 'ha', 'ended', 'another', 'day', 'morning', 'ha', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', 'gud', 'mrng']",personal
0,"['dog', 'must', 'always', 'wait', 'till', 'end', 'day', 'word', 'run', 'time', 'cell', 'already']",personal
0,"['happy', 'new', 'year', 'u']",personal
0,"['heygreat', 'dealfarm', 'tour', '9am', '5pm', '95pax', '50', 'deposit', '16', 'may']",personal
0,"['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'ü', 'got', 'lect', '12', 'rite']",personal
0,"['hey', 'babe', 'saw', 'came', 'online', 'second', 'disappeared', 'happened']",personal
0,"['da', 'birthdate', 'certificate', 'april', 'real', 'date', 'today', 'dont', 'publish', 'shall', 'give', 'special', 'treat', 'keep', 'secret', 'way', 'thanks', 'wish']",personal
0,"['happy', 'birthday', 'may', 'ur', 'dream', 'come', 'true']",personal
0,"['aiyah', 'u', 'ok', 'already', 'lar', 'e', 'nydc', 'wheellock']",personal
0,"['tell', 'said', 'eat', 'shit']",personal
0,"['sure', 'driving', 'reach', 'destination', 'soon']",personal
0,"['k', 'much', '8th', 'fifty']",personal
0,"['daily', 'text', '–', 'favour', 'time']",personal
0,"['great', 'hear', 'settling', 'well', 'whats', 'happenin', 'wit', 'ola']",personal
0,"['cocksucker', 'make', 'feel', 'better', 'ipads', 'worthless', 'garbage', 'novelty', 'item', 'feel', 'bad', 'even', 'wanting', 'one']",personal
