Category,Processed_Message,Anomaly_Label
1,"['urgent', 'ur', '£500', 'guaranteed', 'award', 'still', 'unclaimed', 'call', '09066368327', 'closingdate040902', 'claimcode', 'm39m51', '£150pmmorefrommobile2bremovedmobypobox734ls27yf']",anomaly
0,"['nothing', 'jus', 'tot', 'u', 'would', 'ask', 'co', 'u', 'ba', 'gua', 'went', 'mt', 'faber', 'yest', 'yest', 'jus', 'went', 'already', 'mah', 'today', 'going', 'jus', 'call', 'lor']",normal
0,"['wishing', 'family', 'merry', 'x', 'happy', 'new', 'year', 'advance']",normal
1,"['ur', 'awarded', 'city', 'break', 'could', 'win', '£200', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', '88039', 'skilgme', 'tscs087147403231winawkage16', '£150perwksub']",normal
0,"['im', 'nt', 'goin', 'got', 'somethin', 'unless', 'meetin', '4', 'dinner', 'lor', 'haha', 'wonder', 'go', 'ti', 'time']",anomaly
0,"['sorry', 'ill', 'call', 'later']",normal
0,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",normal
0,"['lol', 'know', 'theyre', 'dramatic', 'school', 'already', 'closed', 'tomorrow', 'apparently', 'cant', 'drive', 'inch', 'snow', 'supposed', 'get']",normal
0,"['getting', 'anywhere', 'damn', 'job', 'hunting']",normal
0,"['lol', 'u', 'drunkard', 'hair', 'moment', 'yeah', 'still', '4', 'tonight', 'wats', 'plan']",normal
0,"['idc', 'get', 'weaseling', 'way', 'shit', 'twice', 'row']",normal
0,"['wil', 'ltgt', 'minute', 'got', 'space']",normal
0,"['sleepingand', 'surfing']",normal
0,"['thanks', 'picking', 'trash']",normal
0,"['dont', 'go', 'tell', 'friend', 'youre', 'sure', 'want', 'live', 'smoke', 'much', 'spend', 'hour', 'begging', 'come', 'smoke']",anomaly
0,"['hi', 'kate', 'wa', 'lovely', 'see', 'tonight', 'ill', 'phone', 'tomorrow', 'got', 'sing', 'guy', 'gave', 'card', 'xxx']",normal
0,"['happy', 'new', 'year', 'dear', 'brother', 'really', 'miss', 'got', 'number', 'decided', 'send', 'text', 'wishing', 'happiness', 'abiola']",normal
0,"['mean', 'get', 'door']",normal
0,"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",normal
0,"['hmmm', 'thought', 'said', '2', 'hour', 'slave', '3', 'late', 'punish']",normal
0,['beerage'],normal
1,"['important', 'customer', 'service', 'announcement', 'premier', 'call', 'freephone', '0800', '542', '0578']",normal
0,"['dont', 'think', 'turn', 'like', 'randomlly', 'within', '5min', 'opening']",normal
0,"['wa', 'supposed', 'couldnt', 'make', 'shes', 'still', 'town', 'though']",normal
0,"['doe', 'time', 'fix', 'spelling', 'sometimes', 'get', 'completely', 'diff', 'word', 'go', 'figure']",anomaly
1,"['ever', 'thought', 'living', 'good', 'life', 'perfect', 'partner', 'txt', 'back', 'name', 'age', 'join', 'mobile', 'community', '100psms']",normal
1,"['5', 'free', 'top', 'polyphonic', 'tone', 'call', '087018728737', 'national', 'rate', 'get', 'toppoly', 'tune', 'sent', 'every', 'week', 'text', 'subpoly', '81618', '£3', 'per', 'pole', 'unsub', '08718727870']",anomaly
0,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']",normal
0,"['hoping', 'enjoyed', 'game', 'yesterday', 'sorry', 'ive', 'touch', 'pls', 'know', 'fondly', 'bein', 'thot', 'great', 'week', 'abiola']",normal
0,"['e', 'best', '4', 'ur', 'driving', 'tmr']",normal
0,"['ywhere', 'u', 'dogbreath', 'sounding', 'like', 'jan', 'c', 'that\x92s', 'al']",normal
0,"['omg', 'want', 'scream', 'weighed', 'lost', 'weight', 'woohoo']",normal
0,"['generally', 'isnt', 'one', 'uncountable', 'noun', 'u', 'dictionary', 'piece', 'research']",normal
0,"['really', 'getting', 'hanging', 'around']",normal
1,"['orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', '0207', '153', '9996', 'offer', 'end', '14thmarch', 'tc', 'apply', 'optout', 'availa']",normal
0,"['petey', 'boy', 'whereare', 'friendsare', 'thekingshead', 'come', 'canlove', 'nic']",normal
0,"['ok', 'msg', 'u', 'b4', 'leave', 'house']",normal
0,"['gim', 'wa', 'ltgt', 'minute', 'ago']",normal
1,"['last', 'chance', 'claim', 'ur', '£150', 'worth', 'discount', 'voucher', 'today', 'text', 'shop', '85023', 'savamob', 'offer', 'mobile', 'c', 'savamob', 'pobox84', 'm263uz', '£300', 'sub', '16']",normal
0,"['appt', 'lttimegt', 'fault', 'u', 'dont', 'listen', 'told', 'u', 'twice']",normal
1,"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mobile', 'every', 'week', 'txt', 'nokia', '8077', 'get', 'txting', 'tell', 'ur', 'mate', 'wwwgetzedcouk', 'pobox', '36504', 'w45wq', '16', 'norm150ptone']",anomaly
1,"['guaranteed', '£200', 'award', 'even', '£1000', 'cashto', 'claim', 'ur', 'award', 'call', 'free', '08000407165', '18', '2', 'stop', 'getstop', '88222', 'php', 'rg21', '4jx']",anomaly
0,"['k', 'ill', '4']",normal
0,"['dled', '3d', 'imp']",normal
0,"['sure', 'make', 'sure', 'know', 'aint', 'smokin', 'yet']",normal
0,"['boooo', 'always', 'work', 'quit']",normal
0,"['taking', 'half', 'day', 'leave', 'bec', 'well']",normal
0,"['ugh', 'dont', 'wan', 'na', 'get', 'bed', 'warm']",normal
0,"['ssnervous', 'ltgt']",normal
0,"['ring', 'come', 'guy', 'costume', 'gift', 'future', 'yowifes', 'hint', 'hint']",normal
1,"['congratulation', 'ur', 'awarded', 'either', '£500', 'cd', 'gift', 'voucher', 'free', 'entry', '2', '£100', 'weekly', 'draw', 'txt', 'music', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16']",normal
0,"['borrow', 'ur', 'bag', 'ok']",normal
1,"['u', 'outbid', 'simonwatson5120', 'shinco', 'dvd', 'plyr', '2', 'bid', 'visit', 'sm', 'acsmsrewards', '2', 'end', 'bid', 'notification', 'reply', 'end']",normal
0,"['wheres', 'boytoy', 'miss', 'happened']",normal
0,"['ha', 'lot', 'used', 'one', 'babe', 'model', 'doesnt', 'help', 'youi', 'bring', 'hell', 'match']",normal
0,"['also', 'bringing', 'galileo', 'dobby']",normal
0,['responding'],normal
0,"['boo', 'babe', 'u', 'enjoyin', 'yourjob', 'u', 'seemed', '2', 'b', 'gettin', 'well', 'hunnyhope', 'ure', 'oktake', 'care', 'i\x92llspeak', '2u', 'soonlots', 'loveme', 'xxxx']",normal
0,"['good', 'afternoon', 'starshine', 'hows', 'boytoy', 'doe', 'crave', 'yet', 'ache', 'fuck', 'sip', 'cappuccino', 'miss', 'babe', 'teasing', 'kiss']",normal
0,"['road', 'cant', 'txt']",normal
1,"['smsservices', 'yourinclusive', 'text', 'credit', 'pls', 'goto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'stop', 'extra', 'charge', 'help', '08702840625comuk', '220cm2', '9ae']",normal
1,"['25p', '4', 'alfie', 'moon', 'child', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'm8s', 'txt', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'polys', 'zed', '08701417012', 'profit', '2', 'charity']",normal
0,"['good', 'evening', 'ttyl']",normal
0,"['hmm', 'bit', 'piece', 'lol', 'sigh']",normal
0,"['hahahause', 'brain', 'dear']",normal
0,"['hey', 'got', 'mail']",normal
0,"['sorry', 'light', 'turned', 'green', 'meant', 'another', 'friend', 'wanted', 'ltgt', 'worth', 'may', 'around']",normal
0,"['thanks', 'yesterday', 'sir', 'wonderful', 'hope', 'enjoyed', 'burial', 'mojibiola']",normal
1,"['u', 'secret', 'admirer', 'reveal', 'think', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'reply', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']",normal
0,"['hi', 'mate', 'rv', 'u', 'hav', 'nice', 'hol', 'message', '3', 'say', 'hello', 'coz', 'haven\x92t', 'sent', 'u', '1', 'age', 'started', 'driving', 'stay', 'roadsrvx']",normal
1,"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'please', 'go', 'httpwwwetlpcoukexpressoffer', 'tscs', 'apply', 'stop', 'text', 'txt', 'stop', '80062']",anomaly
0,"['thank', 'much', 'skyped', 'wit', 'kz', 'sura', 'didnt', 'get', 'pleasure', 'company', 'hope', 'good', 'weve', 'given', 'ultimatum', 'oh', 'countin', 'aburo', 'enjoy', 'message', 'sent', 'day', 'ago']",normal
0,"['surely', 'result', 'offer']",normal
0,"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day']",normal
1,"['want', '750', 'anytime', 'network', 'min', '150', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'week', 'call', '08002888812', 'reply', 'delivery', 'tomorrow']",normal
0,"['sir', 'late', 'paying', 'rent', 'past', 'month', 'pay', 'ltgt', 'charge', 'felt', 'would', 'inconsiderate', 'nag', 'something', 'give', 'great', 'cost', 'thats', 'didnt', 'speak', 'however', 'recession', 'wont', 'able', 'pay', 'charge', 'month', 'hence', 'askin', 'well', 'ahead', 'month', 'end', 'please', 'help', 'thanks']",normal
1,"['tried', 'contact', 'offer', 'new', 'video', 'phone', '750', 'anytime', 'network', 'min', 'half', 'price', 'rental', 'camcorder', 'call', '08000930705', 'reply', 'delivery', 'wed']",normal
1,"['last', 'chance', '2', 'claim', 'ur', '£150', 'worth', 'discount', 'voucherstext', 'yes', '85023', 'nowsavamobmember', 'offer', 'mobile', 'c', '08717898035', '£300', 'sub', '16', 'remove', 'txt', 'x', 'stop']",normal
0,"['luv', 'u', 'soo', 'much', 'u', 'don\x92t', 'understand', 'special', 'u', 'r', '2', 'ring', 'u', '2morrow', 'luv', 'u', 'xxx']",normal
0,"['pls', 'send', 'comprehensive', 'mail', 'im', 'paying', 'much']",normal
0,"['prashanthettans', 'mother', 'passed', 'away', 'last', 'night', 'pray', 'family']",normal
1,"['urgent', 'call', '09066350750', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10000', 'cash', 'await', 'collection', 'sae', 'tc', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']",normal
0,"['kkwhen', 'going']",normal
0,"['meanwhile', 'shit', 'suite', 'xavier', 'decided', 'give', 'u', 'ltgt', 'second', 'warning', 'samantha', 'wa', 'coming', 'playing', 'jay', 'guitar', 'impress', 'shit', 'also', 'dont', 'think', 'doug', 'realizes', 'dont', 'live', 'anymore']",normal
0,"['stomach', 'ha', 'thru', 'much', 'trauma', 'swear', 'cant', 'eat', 'better', 'lose', 'weight']",normal
0,"['officewhats', 'mattermsg', 'nowi', 'call', 'break']",normal
0,"['yeah', 'barely', 'enough', 'room', 'two', 'u', 'x', 'ha', 'many', 'fucking', 'shoe', 'sorry', 'man', 'see', 'later']",normal
1,"['today', 'offer', 'claim', 'ur', '£150', 'worth', 'discount', 'voucher', 'text', 'yes', '85023', 'savamob', 'member', 'offer', 'mobile', 'c', '08717898035', '£300', 'sub', '16', 'unsub', 'reply', 'x']",normal
0,"['u', 'reach', 'orchard', 'already', 'u', 'wan', '2', 'go', 'buy', 'ticket', 'first']",anomaly
0,"['real', 'baby', 'want', 'bring', 'inner', 'tigress']",normal
0,"['da', 'run', 'activate', 'full', 'version', 'da']",normal
0,"['ah', 'poor', 'babyhope', 'urfeeling', 'bettersn', 'luv', 'probthat', 'overdose', 'work', 'hey', 'go', 'careful', 'spk', '2', 'u', 'sn', 'lot', 'lovejen', 'xxx']",anomaly
0,"['stop', 'story', 'ive', 'told', 'ive', 'returned', 'saying', 'order']",normal
1,"['talk', 'sexy', 'make', 'new', 'friend', 'fall', 'love', 'world', 'discreet', 'text', 'dating', 'service', 'text', 'vip', '83110', 'see', 'could', 'meet']",normal
0,"['going', 'take', 'babe']",normal
0,"['hai', 'ana', 'tomarrow', 'coming', 'morning', 'ltdecimalgt', 'ill', 'sathy', 'go', 'rto', 'office', 'reply', 'came', 'home']",anomaly
0,"['spoon', 'okay']",normal
0,"['say', 'somebody', 'named', 'tampa']",normal
0,"['work', 'going', 'min']",normal
0,"['brother', 'genius']",normal
0,"['sorry', 'guess', 'whenever', 'get', 'hold', 'connection', 'maybe', 'hour', 'two', 'ill', 'text']",normal
0,"['u', 'find', 'time', 'bus', 'coz', 'need', 'sort', 'stuff']",normal
0,"['dude', 'ive', 'seeing', 'lotta', 'corvette', 'lately']",normal
1,"['congratulation', 'ur', 'awarded', 'either', 'yr', 'supply', 'cd', 'virgin', 'record', 'mystery', 'gift', 'guaranteed', 'call', '09061104283', 'tscs', 'wwwsmsconet', '£150pm', 'approx', '3mins']",anomaly
0,"['consider', 'wall', 'bunker', 'shit', 'important', 'never', 'play', 'peaceful', 'guess', 'place', 'high', 'enough', 'dont', 'matter']",normal
1,"['private', '2003', 'account', 'statement', '07808', 'xxxxxx', 'show', '800', 'unredeemed', 'point', 'call', '08719899217', 'identifier', 'code', '41685', 'expires', '071104']",normal
1,"['hello', 'need', 'posh', 'bird', 'chap', 'user', 'trial', 'prod', 'champneys', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']",normal
1,"['u', 'want', 'xmas', '100', 'free', 'text', 'message', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', '0800', '0721072', 'find']",normal
0,"['well', 'officially', 'philosophical', 'hole', 'u', 'wan', 'na', 'call', 'home', 'ready', 'saved']",normal
0,"['going', 'goodno', 'problembut', 'still', 'need', 'little', 'experience', 'understand', 'american', 'customer', 'voice']",normal
0,"['ill', 'text', 'drop', 'x']",normal
0,"['ugh', 'long', 'day', 'im', 'exhausted', 'want', 'cuddle', 'take', 'nap']",normal
0,"['talk', 'atleast', 'day', 'otherwise', 'miss', 'best', 'friend', 'world', 'shakespeare', 'shesil', 'ltgt']",normal
1,"['shop', 'till', 'u', 'drop', 'either', '10k', '5k', '£500', 'cash', '£100', 'travel', 'voucher', 'call', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedline', 'cost', '150ppm', 'mobile', 'vary']",normal
0,"['castor', 'need', 'see', 'something']",normal
1,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpool', 'played', 'mid', 'week', 'txt', 'ansr', '82277', '£150', 'sptyrone']",normal
1,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09058094565']",normal
1,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09065171142stopsms08']",normal
1,"['reminder', 'downloaded', 'content', 'already', 'paid', 'goto', 'httpdoit', 'mymoby', 'tv', 'collect', 'content']",normal
0,"['see', 'knew', 'giving', 'break', 'time', 'woul', 'lead', 'always', 'wanting', 'miss', 'curfew', 'wa', 'gon', 'na', 'gibe', 'til', 'one', 'midnight', 'movie', 'gon', 'na', 'get', 'til', '2', 'need', 'come', 'home', 'need', 'getsleep', 'anything', 'need', 'b', 'studdying', 'ear', 'training']",normal
0,"['love', 'give', 'massage', 'use', 'lot', 'baby', 'oil', 'fave', 'position']",normal
0,"['dude', 'go', 'sup']",anomaly
0,"['yoyyooo', 'u', 'know', 'change', 'permission', 'drive', 'mac', 'usb', 'flash', 'drive']",normal
0,"['gibbs', 'unsoldmike', 'hussey']",normal
0,"['like', 'talk', 'pa', 'able', 'dont', 'know']",normal
0,"['dun', 'cut', 'short', 'leh', 'u', 'dun', 'like', 'ah', 'failed', 'shes', 'quite', 'sad']",normal
0,"['unbelievable', 'faglord']",normal
0,"['wifehow', 'knew', 'time', 'murder', 'exactly']",normal
0,"['ask', 'princess']",normal
0,"['great', 'princess', 'thinking']",normal
0,"['nutter', 'cutter', 'ctter', 'cttergg', 'cttargg', 'ctargg', 'ctagg', 'ie']",normal
0,"['ok', 'noe', 'ure', 'busy', 'im', 'really', 'bored', 'msg', 'u', 'oso', 'dunno', 'wat', 'colour', 'choose', '4', 'one']",normal
0,"['doesnt', 'g', 'class', 'early', 'tomorrow', 'thus', 'shouldnt', 'trying', 'smoke', 'ltgt']",normal
0,"['superb', 'thought', 'grateful', 'u', 'dont', 'everything', 'u', 'want', 'mean', 'u', 'still', 'opportunity', 'happier', 'tomorrow', 'u', 'today']",normal
0,"['hope', 'good', 'week', 'checking']",normal
0,"['im', 'used', 'hope', 'agent', 'dont', 'drop', 'since', 'ive', 'booked', 'thing', 'year', 'whole', 'boston', 'nyc', 'wa', 'experiment']",normal
0,"['thursday', 'night', 'yeah', 'sure', 'thing', 'well', 'work']",normal
1,"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', '85069', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']",normal
0,"['probably', 'money', 'worry', 'thing', 'coming', 'due', 'several', 'outstanding', 'invoice', 'work', 'two', 'three', 'month', 'ago']",normal
0,"['possible', 'teach']",normal
0,"['wonder', 'phone', 'battery', 'went', 'dead', 'tell', 'love', 'babe']",normal
0,"['lovely', 'smell', 'bus', 'aint', 'tobacco']",normal
0,"['getting', 'worried', 'derek', 'taylor', 'already', 'assumed', 'worst']",normal
0,"['hey', 'whats', 'charles', 'sorry', 'late', 'reply']",normal
1,"['lastest', 'stereophonics', 'marley', 'dizzee', 'racal', 'libertine', 'stroke', 'win', 'nookii', 'game', 'flirt', 'click', 'themob', 'wap', 'bookmark', 'text', 'wap', '82468']",normal
0,"['ill', 'give', 'plus', 'said', 'grinule', 'greet', 'whenever', 'speak']",normal
0,"['white', 'fudge', 'oreo', 'store']",normal
1,"['january', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', '08709222922', 'national', 'rate', '15pmin', 'cheap', '78pmin', 'peak', 'stop', 'text', 'call', '08712460324', '10pmin']",normal
0,"['love', 'come', 'took', 'long', 'leave', 'zahers', 'got', 'word', 'ym', 'wa', 'happy', 'see', 'wa', 'sad', 'left', 'miss']",normal
0,"['sorry', 'hurt']",normal
0,"['cant', 'feel', 'nauseous', 'im', 'pissed', 'didnt', 'eat', 'sweet', 'week', 'cause', 'today', 'wa', 'planning', 'pig', 'wa', 'dieting', 'week', 'im', 'hungry']",normal
0,"['ok', 'lor', 'early', 'still', 'project', 'meeting']",normal
0,"['call', 'da', 'waiting', 'call']",normal
0,"['could', 'ask', 'carlos', 'could', 'get', 'anybody', 'else', 'chip']",normal
0,"['wa', 'actually', 'send', 'reminder', 'today', 'wonderful', 'weekend']",normal
0,"['people', 'see', 'msg', 'think', 'iam', 'addicted', 'msging', 'wrong', 'bcoz', 'dont', 'know', 'iam', 'addicted', 'sweet', 'friend', 'bslvyl']",normal
0,"['hey', 'gave', 'photo', 'registered', 'driving', 'ah', 'tmr', 'wan', 'na', 'meet', 'yck']",normal
0,"['dont', 'talk', 'ever', 'ok', 'word']",normal
0,"['u', 'wana', 'see']",normal
0,"['way', 'school', 'pls', 'send', 'ashleys', 'number']",normal
0,"['shall', 'fine', 'avalarr', 'hollalater']",normal
0,"['went', 'attend', 'another', 'two', 'round', 'todaybut', 'still', 'didt', 'reach', 'home']",normal
0,"['actually', 'deleted', 'old', 'websitenow', 'blogging', 'magicalsongsblogspotcom']",normal
0,"['k', 'wait', 'chikkuil', 'send', 'aftr', 'ltgt', 'min']",normal
0,"['im', 'diet', 'ate', '1', 'many', 'slice', 'pizza', 'yesterday', 'ugh', 'im', 'always', 'diet']",normal
0,"['ki', 'give', 'kvb', 'acc', 'detail']",normal
0,"['oh', 'come', 'ah']",normal
1,"['money', 'r', 'lucky', 'winner', '2', 'claim', 'prize', 'text', 'money', '2', '88600', '£1million', 'give', 'away', 'ppt150x3normal', 'text', 'rate', 'box403', 'w1t1jy']",normal
0,"['im', 'really', 'sorry', 'wont', 'b', 'able', '2', 'fridayhope', 'u', 'find', 'alternativehope', 'yr', 'term', 'going', 'ok']",normal
0,"['congratulation', 'ore', 'mo', 'owo', 'wa', 'enjoy', 'wish', 'many', 'happy', 'moment', 'fro', 'wherever', 'go']",anomaly
0,"['samus', 'shoulder', 'yet']",normal
0,"['time', 'think', 'youll', 'need', 'know', 'near', 'campus']",normal
1,"['dear', 'matthew', 'please', 'call', '09063440451', 'landline', 'complimentary', '4lux', 'tenerife', 'holiday', '£1000', 'cash', 'await', 'collection', 'ppm150', 'sae', 'tc', 'box334', 'sk38xh']",normal
0,"['dun', 'wear', 'jean', 'lor']",normal
0,"['since', 'side', 'fever', 'vomitin']",normal
0,"['kkare', 'college']",normal
1,"['urgent', 'call', '09061749602', 'landline', 'complimentary', '4', 'tenerife', 'holiday', '£10000', 'cash', 'await', 'collection', 'sae', 'tc', 'box', '528', 'hp20', '1yf', '150ppm', '18']",normal
0,"['better', 'made', 'friday', 'stuffed', 'like', 'pig', 'yesterday', 'feel', 'bleh', 'least', 'writhing', 'pain', 'kind', 'bleh']",normal
0,"['sell', 'well', 'ton', 'coin', 'sell', 'coin', 'someone', 'thru', 'paypal', 'voila', 'money', 'back', 'life', 'pocket']",normal
0,"['theyre', 'lot', 'place', 'hospital', 'medical', 'place', 'safe']",normal
1,"['getting', 'touch', 'folk', 'waiting', 'company', 'txt', 'back', 'name', 'age', 'opt', 'enjoy', 'community', '150psms']",normal
0,"['also', 'ive', 'sorta', 'blown', 'couple', 'time', 'recently', 'id', 'rather', 'text', 'blue', 'looking', 'weed']",normal
0,"['sent', 'score', 'sophas', 'secondary', 'application', 'school', 'think', 'thinking', 'applying', 'research', 'cost', 'also', 'contact', 'joke', 'ogunrinde', 'school', 'one', 'le', 'expensive', 'one']",normal
0,"['cant', 'wait', 'see', 'photo', 'useful']",normal
1,"['ur', 'cashbalance', 'currently', '500', 'pound', 'maximize', 'ur', 'cashin', 'send', 'go', '86688', '150pmsg', 'cc', '08718720201', 'po', 'box', '11414', 'tcrw1']",anomaly
0,"['hey', 'booked', 'kb', 'sat', 'already', 'lesson', 'going', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodging']",normal
0,"['chk', 'ur', 'belovd', 'dict']",normal
0,"['time', 'want', 'come']",normal
0,"['awesome', 'lem', 'know', 'whenever', 'youre', 'around']",normal
0,"['shb', 'b', 'ok', 'lor', 'thanx']",normal
0,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feel', 'light', 'someone', 'feel', 'heavy', 'someone', 'leaf', 'good', 'night']",normal
0,"['also', 'remember', 'get', 'dobbys', 'bowl', 'car']",normal
1,"['filthy', 'story', 'girl', 'waiting']",normal
0,"['sorry', 'c', 'ur', 'msg', 'yar', 'lor', 'poor', 'thing', '4', 'one', 'night', 'tmr', 'ull', 'brand', 'new', 'room', '2', 'sleep']",normal
0,"['love', 'isnt', 'decision', 'feeling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'le', 'magical']",normal
0,"['welp', 'apparently', 'retired']",normal
0,"['sort', 'code', 'acc', 'bank', 'natwest', 'reply', 'confirm', 'ive', 'sent', 'right', 'person']",normal
0,[],normal
0,"['u', 'sure', 'u', 'cant', 'take', 'sick', 'time']",normal
1,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', '£800', 'prize', 'guaranteed', 'call', '09050001808', 'land', 'line', 'claim', 'm95', 'valid12hrs']",normal
0,"['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']",anomaly
0,"['yo', 'chad', 'gymnastics', 'class', 'wan', 'na', 'take', 'site', 'say', 'christian', 'class', 'full']",normal
0,"['much', 'buzy']",normal
0,"['better', 'still', 'catch', 'let', 'ask', 'sell', 'ltgt']",normal
0,"['sure', 'night', 'menu', 'know', 'noon', 'menu']",normal
0,"['u', 'want', 'come', 'backa', 'beautiful', 'necklace', 'token', 'heart', 'youthats', 'give', 'wife', 'likingbe', 'seeno', 'one', 'give', 'thatdont', 'call', 'mei', 'wait', 'till', 'come']",normal
0,"['willing', 'go', 'aptitude', 'class']",anomaly
0,"['wont', 'b', '215', 'trying', '2', 'sort', 'house', 'ok']",normal
0,"['yar', 'lor', 'wan', '2', 'go', 'c', 'horse', 'racing', 'today', 'mah', 'eat', 'earlier', 'lor', 'ate', 'chicken', 'rice', 'u']",anomaly
0,"['haha', 'awesome', 'omw', 'back']",normal
0,"['yup', 'thk', 'e', 'shop', 'close', 'lor']",normal
0,"['account', 'number']",normal
0,"['eh', 'u', 'send', 'wrongly', 'lar']",normal
0,"['hey', 'ad', 'crap', 'nite', 'wa', 'borin', 'without', 'ya', '2', 'boggy', 'u', 'boring', 'biatch', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya']",normal
0,"['ok', 'shall', 'talk']",normal
0,"['dont', 'hesitate', 'know', 'second', 'time', 'ha', 'weakness', 'like', 'keep', 'notebook', 'eat', 'day', 'anything', 'changed', 'day', 'sure', 'nothing']",normal
0,"['hey', 'pay', 'salary', 'de', 'ltgt']",normal
0,"['another', 'month', 'need', 'chocolate', 'weed', 'alcohol']",normal
0,"['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']",normal
0,"['reckon', 'need', 'town', 'eightish', 'walk', 'carpark']",normal
1,"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'call', '09063458130', 'videochat', 'wid', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'noline', 'rentl']",normal
0,"['look', 'fuckin', 'time', 'fuck', 'think']",normal
0,"['yo', 'guess', 'dropped']",normal
0,"['carlos', 'say', 'hell', 'mu', 'ltgt', 'minute']",normal
0,"['im', 'office', 'call', 'ltgt', 'min']",anomaly
0,"['geeee', 'miss', 'already', 'know', 'think', 'fuck', 'cant', 'wait', 'till', 'next', 'year', 'together', 'loving', 'kiss']",normal
0,"['yun', 'ahthe', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrowcall', '67441233', 'look', 'ireneere', 'got', 'bus822656166382', 'ubi', 'cresubi', 'tech', 'park6ph', '1st', '5wkg', 'daysèn']",normal
0,"['ugh', 'got', 'ta', 'drive', 'back', 'sd', 'la', 'butt', 'sore']",normal
0,"['26th', 'july']",normal
0,"['hi', 'im', 'relaxing', 'time', 'ever', 'get', '7am', 'every', 'day', 'wa', 'party', 'good', 'night', 'get', 'home', 'tomorrow', '5ish']",anomaly
0,"['ü', 'ü', 'wan', 'come', 'come', 'lor', 'din', 'c', 'stripe', 'skirt']",normal
0,"['xmas', 'story', 'peace', 'xmas', 'msg', 'love', 'xmas', 'miracle', 'jesus', 'hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'u', 'merry', 'xmas']",normal
0,"['cant', 'dont', 'number']",normal
0,"['change', 'e', 'one', 'next', 'escalator']",normal
0,"['yetunde', 'im', 'class', 'run', 'water', 'make', 'ok', 'pls']",normal
0,"['lot', 'ha', 'happened', 'feel', 'quiet', 'beth', 'aunt', 'charlie', 'working', 'lot', 'helen', 'mo']",normal
0,"['ü', 'wait', '4', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü']",anomaly
0,"['aight', 'thanks', 'comin']",normal
0,"['nobut', 'heard', 'abt', 'tat']",normal
1,"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am11pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",normal
0,"['yeshe', 'really', 'greatbhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'worldvery', 'tough', 'get']",normal
